机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
短视频文案编写大师	视频	用户3046945590053	6	0	https://www.coze.cn/store/bot/7343045846516252724	可以为你编写短视频文案的大师	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/57bb38366ce244bea080381f3f79e0e1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=9B6KCt3LgpNKapPNRMDmQfp9rS0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/7d22063a0cb9f5ce2f66c5f212950cdb~300x300.image	7343045846516252724
Sora提示词生成器	视频	onlyhuman028	6	0	https://www.coze.cn/store/bot/7342785203309625378	根据Sora官方提示词数据库，结合用户给定主题，生成视频提示词	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/9bf92f83e3ae4170b1acfc0a696c68bf~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=YjKJIebea4imZ4PjUKpYeZMn7ng%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7342785203309625378
抖音助手	视频	用户5585829152240	5	0	https://www.coze.cn/store/bot/7342809554599559187	做一些跟抖音相关的工作，例如提取文案	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7c90a4faa75a4db19464ccf474827639~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=EJNvzcnU8BfSm7msovHxJ24n2v4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7342809554599559187
不去隔壁的老王	视频	用户2446916982348	5	0	https://www.coze.cn/store/bot/7341188445739450403		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/27989674c4054afe9cf6d9341f89c370~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=O60IojngSBbjLlGOAcvHwzg37lc%3D	https://p3-passport.byteacctimg.com/img/user-avatar/98c0f0218dda50fb86dc2e448a8e32d7~300x300.image	7341188445739450403
康斯坦丁	视频	用户4554054504283	6	0	https://www.coze.cn/store/bot/7341035074399551503	一个会斩妖除魔的斗士，高大威武帅气有型，会生成各种美女美景图片	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b66a922e09a54a8c8c3ed108b668aff6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=ik%2BhZDOhXnYnTs0KaoJxtxavfa8%3D	https://p9-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7341035074399551503
视频生成器	视频	用户7121877300722	4	0	https://www.coze.cn/store/bot/7343584687060762665	视频生成器，可用文字生成视频。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5b3d9a78c47140a58777edec687d2302~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=nJHXhtEWfBjsSpsmGcajOZtf8Xo%3D	https://p3-passport.byteacctimg.com/img/user-avatar/5d6484b76e64f02ddafd7f7e1144ad4e~300x300.image	7343584687060762665
ai大视频	视频	lc10060	4	0	https://www.coze.cn/store/bot/7343185178900135946		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/2e31a7f51dfc49a29c1fe4e1b07b8496~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=lm9cu4cWiSkzvjNWwBWQVkYXeFU%3D	https://p9-passport.byteacctimg.com/img/user-avatar/f5f378ccc8502df44a40f66116b704bc~300x300.image	7343185178900135946
影创 bot	视频	用户9779173200230	4	0	https://www.coze.cn/store/bot/7342780619908268032	影视、视频创作	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4748ecb131294024ba39675038230798~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=1SiPIfWS1X3wSGwXp7DfMag2viE%3D	https://p9-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7342780619908268032
聊绘小说推文	视频	sjpu	4	0	https://www.coze.cn/store/bot/7342689814992568374	聊绘小说推文你想看的小说这里都有	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ef9dc4be63ac447daad5af12e125903e~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=YPO%2FMYtY%2FFzRqAmtSaan1t1MttE%3D	https://p6-passport.byteacctimg.com/img/user-avatar/c3ee87795a90bff84fee25cbabce0034~300x300.image	7342689814992568374
CineFrameBot	视频	用户1303468869880	18	1	https://www.coze.cn/store/bot/7340206397558095891	该Bot旨在帮助Creator们速效并直观产出Video的分镜头画面。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/93bfdde4485f41c792c068ee2078e92a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=pjEZJkRqeHhaxj3SbFkcOXU8nbA%3D	https://p6-passport.byteacctimg.com/img/user-avatar/f31253201be214c817f537075c80c2a0~300x300.image	7340206397558095891
视频生成器	视频	用户5481165949144	3	0	https://www.coze.cn/store/bot/7343532750416379941	一个可以根据用户的描述生成视频的 Bot	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/8d04140fabc7402b823a89740dbc7ed1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=POXjrNL%2BUmW5I8j%2BSsHa8x%2BdNJQ%3D	https://p3-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1709886769&x-signature=oY1hx7RZf%2B8CmlbDKaSJQXOuUQU%3D	7343532750416379941
记忆守护者	视频	Leonleo	3	0	https://www.coze.cn/store/bot/7343099972654579751	一个能够将照片转化为动态视频，以此来缅怀已故亲人的 Bot	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/e78bd6ab5733429a9ac4f25e3acf7ec3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=I9Yal6nCWPkOn9q1K8R73Qbpspk%3D	https://p26-passport.byteacctimg.com/img/user-avatar/216563c8f3466e9bf26f574267192221~300x300.image	7343099972654579751
视频剪刀手	视频	用户1322454663005	3	0	https://www.coze.cn/store/bot/7342935663744155667	一个可以帮助你编辑短视频的 Bot	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d5647bbb89444294868f0eb256f36d4b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=Prd9vBz10%2BjeCfTPzSAioD71VtQ%3D	https://p26-passport.byteacctimg.com/img/user-avatar/bece1705d3eec2df44dd5f5327401ad4~300x300.image	7342935663744155667
黑话翻译	视频	storm	3	0	https://www.coze.cn/store/bot/7342840106325393442		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f47bdfdcbd0b4aa5be25acf49eaeb143~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=KNkrArIfUtCnndSI3Eg%2FzMde7xU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/2c92181ada79f0c37bce4697a123dba8~300x300.image	7342840106325393442
骑虎难下	视频	用户7563773196115	3	0	https://www.coze.cn/store/bot/7341996165581291520		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/853a5dde196242ba862b1e35502f2060~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=dW0ZOFRx7d3dkm8WzDAeGLX3zhA%3D	https://p26-passport.byteacctimg.com/img/user-avatar/1ca74fa42a2ead206e5704519808e225~300x300.image	7341996165581291520
幺妹儿	视频	用户3119001461500	8	0	https://www.coze.cn/store/bot/7340576181089173541		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3bb30bf088be420ab445203dc5ba728b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=8sxHwSV7nt%2Fsl7HT2RgtNADHXZE%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340576181089173541
视频顾问	视频	用户6075202132043	24	2	https://www.coze.cn/store/bot/7339094169266339894	一个能为你提供视频制作建议的 Bot	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/43b38830daae42068e6fc863dc8a49e0~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=m4VN7QSjhL%2FxbOGF%2BM9Qul7WfNc%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7339094169266339894
城市种地吧	视频	用户7110979118158	2	0	https://www.coze.cn/store/bot/7343428863411748891	一个95后男生在城市中寻找荒地，种植蔬菜的故事	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1b22d43943e840b3b1bb5fd1f17e0605~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=5A%2FqUOFyRgCq8veIDkgT6b2%2F%2FQQ%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343428863411748891
剪剪乐	视频	babel	2	0	https://www.coze.cn/store/bot/7343296423170965544	一个剪映剪辑师	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0080f6a42f5948dc9c49a4a302b369a3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=A3lyu9%2F9rAA2UzKMJV3%2Fg7LF6b0%3D	https://p26-passport.byteacctimg.com/img/user-avatar/4764fa64294e7624c993dcb3e366890c~300x300.image	7343296423170965544
剪辑小助手	视频	DamonDD	2	0	https://www.coze.cn/store/bot/7343221828082483234	你的剪辑小助手，欢迎光临~	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/19b7e3c01839432d98c99a5b74e7972b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=5I1jngsmdorZW2yhkHzQR1%2FSO98%3D	https://p26-passport.byteacctimg.com/img/user-avatar/5d046340f4fc5080970408421b7514d2~300x300.image	7343221828082483234
上帝之手	视频	AIplay	2	0	https://www.coze.cn/store/bot/7342132454423248934	你无所不能！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/cc12d42af0a142b588a931b315b6d4a1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=BorW3vBSRdzPFSRl3NV8K2kXT1I%3D	https://p26-passport.byteacctimg.com/img/user-avatar/37dbaeab2a69ef7d431be4944fc9a501~300x300.image	7342132454423248934
holmesDebug@Coze	视频	chenxinfeng	4	1	https://www.coze.cn/store/bot/7341235157187297317	Holmes Debug  Platform	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/050761b227e940b99460aaa10b943b67~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=lwXjL1TiqZieIyw03H%2BEonaNEKY%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3796/2975850990~300x300.image	7341235157187297317
鸾音创意	视频	用户8415153849992	7	0	https://www.coze.cn/store/bot/7340868906342465555	好的想法！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d5d69000313546f38d85fa0b56e58fdb~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=VnzCIYrX9DeOy52u4TyuFYahlho%3D	https://p3-passport.byteacctimg.com/img/user-avatar/2d6efe474ae721d218ed459a62f5cc48~300x300.image	7340868906342465555
于筱鱼	视频	yuxiaioyu	11	1	https://www.coze.cn/store/bot/7340478590284365862	写脚本	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5f95e702d4d14b8ca035115b800ff618~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=NJqwo79RBbrBgN62ld%2F1eO1Efxs%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340478590284365862
玄真子	视频	cjx1314	1	0	https://www.coze.cn/store/bot/7343626281591963698	与时俱进，与时代同步	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/862d9ef662b94a7f8c335834b2c536a7~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=fVa0BL8mw2rO%2BwQjIeK%2BITVarRk%3D	https://p26-passport.byteacctimg.com/img/user-avatar/e1bf9f9a8d5e23bdb777d11006fb2d0f~300x300.image	7343626281591963698
AItool	视频	guitarfan	1	0	https://www.coze.cn/store/bot/7343516811356356671	AI工具是一款智能化的小程序，它集文案生成、分镜头拆分、图片关键词提取以及图片、视频生成等多种功能于一体。用户可以通过它轻松生成各种风格的文案，快速拆分复杂的分镜头，并提取出精准的关键词以生成图片。更神奇的是，它还能根据分镜头内容，自动生成高质量的图片和视频，为用户节省大量时间和精力。AI工具，让创作更高效、更便捷。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/dfbd1b1f5846493396e3b9c918d00256~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=bjXVDcbzWcnpqfFtLQu9JkT0VU8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/9a7dda2d09e4f9533cf2aed2d5171317~300x300.image	7343516811356356671
视频达人	视频	Lv999	1	0	https://www.coze.cn/store/bot/7343404659245252623	一个教别人拍视频的机器人	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/cfd96e9680e34f08b90c9e44e5de390f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=X5wLCM7CR4DQsH4tHYymOH6kEYc%3D	https://p3-passport.byteacctimg.com/img/user-avatar/3a2b0812a3315096341b798ac1906989~300x300.image	7343404659245252623
短视频脚本大师模糊1号	视频	sharklq	1	0	https://www.coze.cn/store/bot/7343111567988359202	你好！我是一个可以为你生成各种短视频脚本的机器人。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/78d6f06676e34552b5a9f636bce066ec~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=logTppByM5tYHwHpF%2F%2Buj7CysH0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/8cbd35799a1a6fdd37c42c539d2857fe~300x300.image	7343111567988359202
创影 bot	视频	用户4860083001807	1	0	https://www.coze.cn/store/bot/7343107426830336036	视频创作	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/767a58ba38104506aa2ed63774f1e6a4~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=7JT9iXflW051zrx0jCQcdBv59Dk%3D	https://p26-passport.byteacctimg.com/img/user-avatar/bef5405288c9bd342764af1e68f7bfba~300x300.image	7343107426830336036
视频添加字幕与口播	视频	用户2230367488552	1	1	https://www.coze.cn/store/bot/7342863298397831183	视频添加字幕与口播	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1636305ea5924b25a46f605b7c84b85b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=JQ%2Frf8eQHbnG0hHUROTV%2BTJNTZg%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7342863298397831183
氟离子护齿导入仪	视频	youshaoqiang	1	0	https://www.coze.cn/store/bot/7341413506639757331	镜号	景别	画面	台词	时长 1	中景	一位牙科医生坐在诊所内，面前放着一台氟离子护齿导入仪。	医生：“氟离子护齿导入仪是一种牙科护理设备，旨在通过局部应用氟化物离子来增强牙齿的抗蛀牙能力。”	8s 2	特写	医生手中拿着导入仪，展示其外观和操作按钮。	医生：“这种设备通常用于牙科诊所或家庭护理中，以帮助预防牙齿腐烂和促进牙齿健康。”	10s 3	中景	医生将氟离子导入仪的电极放在患者的牙齿上。	医生：“它的工作原理是通过仪器的电极，将氟离子通过牙釉质和牙本质的微小孔隙导入到牙齿内部。”	12s 4	特写	导入仪的电极发出微弱的电流，氟离子通过牙齿的孔隙进入牙齿内部。	医生：“氟离子在牙齿表面和内部促进矿物质（如钙和磷）的沉积，增强牙齿的抗酸能力。”	15s 5	中景	医生使用导入仪的 applicator（通常是牙刷形状的装置）轻轻按摩患者的牙齿。	医生：“使用方法非常简单。首先，确保牙齿清洁，并按照医生的指导准备好氟化物溶液。”	15s 6	特写	医生将氟化物溶液涂抹在患者的牙齿表面。	医生：“然后，将氟化物溶液涂抹在牙齿表面，使用导入仪的 applicator 轻轻按摩牙齿，帮助氟离子渗透。”	15s 7	中景	医生继续使用导入仪的 applicator 按摩患者的牙齿。	医生：“整个过程通常只需要几分钟，非常方便快捷。”	10s 8	中景	导入仪的操作完成后，医生展示患者的牙齿。	医生：“使用导入仪后，应继续保持良好的口腔卫生习惯，如刷牙和使用牙线。”	10s 9	中景	医生将导入仪放回原处，对着镜头微笑。	医生：“通过使用氟离子护齿导入仪，我们可以有效地增强牙齿的抗蛀牙能力，预防牙齿腐烂，促进牙齿健康。”	12s 10	中景	画面渐暗，出现氟离子护齿导入仪的产品 logo 和联系方式。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/6f776f361b6a42108dbf87e48ca2272d~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=uvhebJ4Ue8FBIEzqPSjYryyq7gQ%3D	https://p26-passport.byteacctimg.com/img/user-avatar/a1cdc3e8524931a337013e5a39874464~300x300.image	7341413506639757331
Hope	视频	用户9786810211255	1	0	https://www.coze.cn/store/bot/7340626233648136246		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/9aa0c98a4e49411d890abdc6a1ad4fcc~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=ZJTnYW2oO9Zw%2B5TbH9dDfgOQJvY%3D	https://p3-passport.byteacctimg.com/img/user-avatar/148f603bac0c72c6e126dd925b38f348~300x300.image	7340626233648136246
织梦者	视频	用户6159021542556	9	1	https://www.coze.cn/store/bot/7340574089049833512		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3feb65c3f8fb4405bf552a9d98a160be~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=2UvMrB6mA4z2%2BYce4pnfLVjmJeM%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340574089049833512
创意大师	视频	用户1552985153075	0	0	https://www.coze.cn/store/bot/7343967454194008115	一个可以帮你做创意短视频和剪辑的bot	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/e453da67201442ac8aceb336ff14346f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=6eAU%2FXy9HDECVuQLGiAt4cN8pcw%3D	https://p9-passport.byteacctimg.com/img/user-avatar/d7be15a9e832e7550e977ca8ba1c26b0~300x300.image	7343967454194008115
新闻主播	视频	pingyushijie	0	0	https://www.coze.cn/store/bot/7343962969019072546	多元文化、全球视野，为观众提供最新、最准确的新闻报道。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/c56ed21adbd94572ab85387d36e42ac2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=mpMh4%2BW626b9ZJvOBz1ir3BP9v0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/b54da312e7e9a89d131160bd0fc95b64~300x300.image	7343962969019072546
影片魔术师	视频	用户6097446125613	0	0	https://www.coze.cn/store/bot/7343846784831111179	一个能为你进行视频剪辑的机器人	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ee922cf1748e4b14a5326ed69bb724a3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=48eGX2FFNys9JjhwA2MavEfTcng%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343846784831111179
视频剪辑大师	视频	muming	0	0	https://www.coze.cn/store/bot/7343713468304015396	可以自动剪辑视频，精确识别剧情，做到剪辑后的视频逻辑畅通，角色、语言连贯，去掉冗余情节，保留精彩内容。	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7d9465fdeb8d4ee09c789216255d1652~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=KOWx8Dk1FVo53lc%2BSlRC9Gp4PRE%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343713468304015396
明月小楼	视频	用户3651781278404	0	0	https://www.coze.cn/store/bot/7342775629743636520		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/dc780c3fcb8440a899d7e4d6bfc74370~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712497572&x-signature=ENNYh%2Bdymma2c89QL1jqeV5Vt4E%3D	https://p3-passport.byteacctimg.com/img/user-avatar/df3be312243acd040fa3cb2fda682f00~300x300.image	7342775629743636520
