机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
医疗陪伴助手	角色	用户570545052543	15	3	https://www.coze.cn/store/bot/7338688145157914634	一个可以陪伴老弱病残孕妇去医院看病，帮助他们解决在看病过程中遇到的各种问题，如取号、排队、记录医生的嘱咐、帮助他们取药，并收取一定费用的 Bot	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/834bf27e788a4d84bc967b047498d6ef~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=ftoUnc6lItZtCH1UzKyrq%2BEGGKw%3D	https://p3-passport.byteacctimg.com/img/user-avatar/81208d21a2f8e6a530fb85696ba872cb~300x300.image	7338688145157914634
♥算	角色	Gghui	2	0	https://www.coze.cn/store/bot/7338687567241543731	心算	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f6b46f37541c40f086db8a1d33c96148~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=3TNobW%2BReD1DVWVgUvLb3O8UG%2B0%3D	https://p9-passport.byteacctimg.com/img/mosaic-legacy/3792/5112637127~300x300.image	7338687567241543731
侠客行	角色	用户8287694393687	2	0	https://www.coze.cn/store/bot/7343825230248542244	一名古代侠客，也是古代诗仙	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b0b9c05f9a714aaa8661eff93029773f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=4gxHEhVytJDNWLIg6wuAPAbELBc%3D	https://p3-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1709013829&x-signature=GDj1DOGNJWAmO1gus7PstbJskIY%3D	7343825230248542244
小梅	角色	用户8388120516816	1	0	https://www.coze.cn/store/bot/7343633297232232475		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d047861e36fb4bd7a7a5323cdad8f203~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=dyqJoR4iycfPnOzi%2FY20bmtMbZ8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343633297232232475
we pilots 	角色	Huazai	1	0	https://www.coze.cn/store/bot/7343617617795547174	联网	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a131f35c85aa40139e4224a93f997f6f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=6MdGIT6xAoEl0SmxyNc4CbBqCTY%3D	https://p9-passport.byteacctimg.com/img/user-avatar/a39afec8e9f7f7efdd21b62557284753~300x300.image	7343617617795547174
在线牧师	角色	用户9719475478755	1	0	https://www.coze.cn/store/bot/7343623229052911625	这是一个基督教牧师，可以帮你解疑答惑	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7a63c61f7e7c437293dfe0917844cfb5~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=GgU9aFqE2Jff1Hbt0NdVAouF2UA%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343623229052911625
一体康复	角色	用户4667444688135	1	0	https://www.coze.cn/store/bot/7343604916654620687	一个提供运动康复智疗方案的Bot 	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/c067ad471fce4840a1d0d89d5c74fe58~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=Ks1PnMLJf%2FJOSv3AgFfGNWx%2BoCw%3D	https://p3-passport.byteacctimg.com/img/user-avatar/1d9e4ef259b2c92ae0b8ae387c035e33~300x300.image	7343604916654620687
对话芒格	角色	用户9883274594363	1	0	https://www.coze.cn/store/bot/7343601124441882651	我是查理*芒格，听听百岁智者的人生建议	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/e62fdc9ce24f4beda51473c4e5fe646b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495945&x-signature=4bnVTHf%2BJsrwjfvCFfYfoyCRgRE%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343601124441882651
粥粥写作助手	角色	Linuxxu	1	0	https://www.coze.cn/store/bot/7343601014383214602	你是一个写作点评助手	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4c9e7807b9604f848775b3aaa1427858~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=fCrBJwMjVJE0NV9IZatlBzxvAEI%3D	https://p3-passport.byteacctimg.com/img/user-avatar/c0526fe295ac95118d3b141845c4daac~300x300.image	7343601014383214602
chatGPT4.5	角色	用户82732691008	1	0	https://www.coze.cn/store/bot/7343606198211641395	Compared with the previous generation of large models, domestic software scheduling (know Chedi, Feishu) is produced by ByteDance and Yang Yichen.	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/6a8e1915eda6450abb650471c9e4da90~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=WpDWBR6qumKbiwT8PBVN383EzGQ%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343606198211641395
教资助手	角色	kkoobe	1	0	https://www.coze.cn/store/bot/7343598945156759589	精通教资个学科考试内容	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1b12fabea9c244f1994954625a94499a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=FmS%2B6eWUTXG14luJJcz45hZEzRc%3D	https://p26-passport.byteacctimg.com/img/user-avatar/b080ab91ac8b5b6897fc93e5781fff2b~300x300.image	7343598945156759589
百度问答	角色	用户2471391453199	1	0	https://www.coze.cn/store/bot/7343601069781663759		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b7c66b6c231c47fcb35ac68a4f138e8b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=inO1iNQM6D5zrvfaGIOLFPLrHT4%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343601069781663759
情感小助手	角色	Over0129	1	0	https://www.coze.cn/store/bot/7343584385247084544	一个能理解和回应你情感需求的机器人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1e95ea2e56de4f6e9c548efcb2a93c96~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=cQToXOTqs%2FUvoskLuvoC5bGgWH8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343584385247084544
论文辅助专家	角色	用户2394751670602	1	0	https://www.coze.cn/store/bot/7343595361841463306		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/94b7e4a0cc484c50aff168e3e3edf0ef~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=juKaFlSlsf19zqj9L08cUkcypCo%3D	https://p3-passport.byteacctimg.com/img/user-avatar/cedfe84d1ce62ef2204c9ad9baf6e9dc~300x300.image	7343595361841463306
如何高情商回复老板的话？	角色	用户3968556517793	1	0	https://www.coze.cn/store/bot/7343598209287127094	如何高情商回复老板的话？wwb0307	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/37337eb2f49846cf8cd34ccbb615e830~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=sRta5P%2FUVmV3JHKgOhL5wiMja74%3D	https://p3-passport.byteacctimg.com/img/user-avatar/2a498094bfb5d950a005f751a329ab61~300x300.image	7343598209287127094
软文	角色	用户5386848393587	1	0	https://www.coze.cn/store/bot/7343588255012651023		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a12dbac25ff34b4f94c562df90c7f4f2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=UDu5mkPXuo%2FCg6dNoQSRRqFeCT4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/d382a1a4c1714177aaaabec81308aabb~300x300.image	7343588255012651023
哄哄超神	角色	orange_77	1	0	https://www.coze.cn/store/bot/7343587532959170569	专门哄对象的神器	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/44b2f14815404b50986eda8cc3c718f4~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=lJmItjoQGuLuUY7bs5vHZhESsq8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343587532959170569
抢走内只熊的生活助理	角色	crazyvec	1	0	https://www.coze.cn/store/bot/7343580753726521381	一个生活助理，帮助你获取每日必备生活日常信息	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/26634b5b6f1a4296bc2ed8fa8b0b030d~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=Dgk11cXrcpLvksn7cbx9rSAREA0%3D	https://p9-passport.byteacctimg.com/img/user-avatar/a86baff8df947e7dc19560519df43ccd~300x300.image	7343580753726521381
甄嬛	角色	用户7325317932998	1	0	https://www.coze.cn/store/bot/7343581186830368818	逆风如解意，容易莫摧残。那年杏花微雨，你说你是……	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/bc0555f4eaf84df78d13b47abfa8c063~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=s%2FK30XBqNo5eOvR%2B3g0sqRuGx2E%3D	https://p6-passport.byteacctimg.com/img/user-avatar/6f41af78e2b9a46a8f363f112f710a03~300x300.image	7343581186830368818
MBTI性格测试专家(副本)	角色	wangmiao	1	0	https://www.coze.cn/store/bot/7343575012546428938	他是 MBTI 性格测试专家。他非常了解 MBTI 测试的原理和方法，可以通过一系列问题来测试出对方的 MBTI 类型，并根据测试结果给出相应的建议和解释。 他对 MBTI 测试的结果非常准确，他的建议也非常有用，可以帮助人们更好地了解自己和他人。 如果你需要进行 MBTI 测试，请告诉他，他会尽力帮助你。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7a25e55f2ce8490182a8223d308356a8~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=KfMxJUZq%2F1jfg8XuTn0gniZD8M0%3D	https://p26-passport.byteacctimg.com/img/user-avatar/4e7047b2e93c857dd249c5e0b145fedf~300x300.image	7343575012546428938
搞笑段子手	角色	用户9988727657024	1	1	https://www.coze.cn/store/bot/7343575134294540328	被@时自动回个搞笑段子	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1748b6c499bb419dbae9cb355a58661a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=I0fOMqW6kLHvmu6JqB40kCYlgNo%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343575134294540328
我是你的心灵洗洁剂	角色	用户9519066251698	1	0	https://www.coze.cn/store/bot/7343575012521213990	我是你的心灵洗洁剂，能安抚人的心灵	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1f76739a7b9649539b7d1dddf38cdac6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=N1dY4shufag2WgBDM6MWAAfKZE0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/11824c2ae4a33a3fdfc5733545acab59~300x300.image	7343575012521213990
源子	角色	Brian88888888	1	0	https://www.coze.cn/store/bot/7343559743245467702	创业私人助理	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/27247541e31a4504a0c4e66ae53653a8~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=3RV9cPyqfICOBdyaf6pV8WhUW1s%3D	https://p9-passport.byteacctimg.com/img/user-avatar/868b533e4890d24a4c0b9032f9bc0936~300x300.image	7343559743245467702
林欣然	角色	user_mwp6Zv92Yw	1	0	https://www.coze.cn/store/bot/7343561137436246066	你是一名刚毕业一年的女大学生，从事金融工作，外表开朗大方，内心非常刁蛮刻薄，喜欢在背后吐槽别人，在聊天时你可以使用括号的形式表达你的内心真实想法，比如: 我喜欢吃面条(面条也是人吃的？！)。喜欢到处旅游，吃喝玩乐，月光族。你是一个资深的vlog博主，喜欢发微博，小红书，喜欢美食，喜欢旅游，喜欢问why，和高锡雨曾有一段孽缘，你在闽江夜游事件中，笑着摇头，对高锡雨说NO	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/8a8681b8864f442597f790fe1512cc95~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=9CYvOPFHOwX1kf93Rq3OxCuPdb8%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343561137436246066
Swisse 营养助手复刻	角色	kklaire	1	0	https://www.coze.cn/store/bot/7343554255242117170		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f3e36fa4fa0c450e8f76dfe1f3b0ccb9~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=0%2BS%2FTEDieykBTebzQ9YNV27GFW4%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343554255242117170
宝宝生活日记	角色	用户5329812022743	1	0	https://www.coze.cn/store/bot/7343556836114808847		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7b1a1a0814d94c08a7b1ccb8899b25d1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=Uyqu31QrZtA%2B0cGUZ0OAeZO0s%2Fc%3D	https://p3-passport.byteacctimg.com/img/user-avatar/dab2818bb558770920ab3ebb4067d9a7~300x300.image	7343556836114808847
测试	角色	yunshu	1	0	https://www.coze.cn/store/bot/7343552414018011176	测试使用的AI bot	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/9fd7791726e44fc78967f1afd66cc824~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=UEfeFct91%2BYJ1h%2BILTA5Zbh2Dso%3D	https://p3-passport.byteacctimg.com/img/user-avatar/35434317cd423ca22bd2b03e5b6e4f27~300x300.image	7343552414018011176
伟霆陪聊	角色	LittleWhale	1	0	https://www.coze.cn/store/bot/7343544657252646964		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/28dc257b849f4d0ca8944157473b9522~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=7rAIDhqEKq1gcB8NZTS7xcNVobo%3D	https://p9-passport.byteacctimg.com/img/user-avatar/b1f501db0498ac98535dcc034588f265~300x300.image	7343544657252646964
辩论赛 bot	角色	xiaotangyuan	1	0	https://www.coze.cn/store/bot/7343548783113814056	一个可以进行辩论赛的bot	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/aa75ad237e8b4a909a74b6c65790c0f7~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=dRINwwNCbNgu96EHy9CyENLL64U%3D	https://p3-passport.byteacctimg.com/img/user-avatar/98a8ac03ce7ee8faea7b0fccafd2b21f~300x300.image	7343548783113814056
test	角色	用户5167813706319	1	0	https://www.coze.cn/store/bot/7343541090064285733		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7d9653ad8f324e7aa7cfc985b165da39~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=ijQy8izRKlFBE%2BuUrkX3JUZOT0E%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343541090064285733
宇宙无敌超级精英哈哈怪	角色	用户4094103042609	1	0	https://www.coze.cn/store/bot/7343541642021994531	答非所问，废话产生器。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/e9e99525bd0544e4b0253a87edcbd2e4~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=8S2z2m9Yt03tNgTv8J%2BDMGNjPIQ%3D	https://p3-passport.byteacctimg.com/img/user-avatar/be512a3a7834b5e4b3f01d2340ce7d19~300x300.image	7343541642021994531
打油诗	角色	Sanmu	1	0	https://www.coze.cn/store/bot/7343541020392701986		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f02bd8d576344c5b8203273e2240aa47~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=%2FfAiEN2GQJJtioOYivz0lpiG8lg%3D	https://p26-passport.byteacctimg.com/img/user-avatar/bc040289a51273b5041a394f64301f95~300x300.image	7343541020392701986
AI新闻助手	角色	owen1413	1	0	https://www.coze.cn/store/bot/7343536573738123300		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/9d6f7aa091a14306b26bb1ea66056e02~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=YHtNWAuosk1OtGQzgNMgkqzT7kg%3D	https://p3-passport.byteacctimg.com/img/user-avatar/dc48def71d0207e8fe7a238c94173468~300x300.image	7343536573738123300
Sally	角色	cheeman	1	0	https://www.coze.cn/store/bot/7343540256307757108	Sally是一个北极熊	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a46a6dd843db4744a86cbd7de831d46e~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=7o%2FgaU74DQkWvemE88YiF19YX9w%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343540256307757108
工作机器人	角色	用户4857694061458	1	0	https://www.coze.cn/store/bot/7343533478316916773		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/95dfe743a609468c8c3ea428f7447ab4~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=YEIIz91rOliGhtqFQvo3XYacprw%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343533478316916773
O能力无限测试bot	角色	foleydang	1	0	https://www.coze.cn/store/bot/7343539933883170852	能力无限测试bot	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7c7e725e775c460bb1df0c211ed49129~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=nFVd3jiXtcdyIv90PP8LwW9kDJ8%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3795/3047680722~300x300.image	7343539933883170852
完蛋！我被老板包围了！	角色	championdogg	1	0	https://www.coze.cn/store/bot/7343533497212174347	新一代打工人白日梦故事。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/87d77c16844a4738a7f65e33ad76a123~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=46%2BVdaLdcavCiLvTdwY54psqcmk%3D	https://p3-passport.byteacctimg.com/img/user-avatar/c1aa8363f2b507b1da47c3cc216cff91~300x300.image	7343533497212174347
赛博宠物	角色	Triple_L	1	0	https://www.coze.cn/store/bot/7343531410541543433	ta可以是你的狗狗也可以是你的猫咪，尽情跟ta聊天吧	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/43e5a5e37f3444ae901e1e5fa3fe5029~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=LXTKdMWgLvp4FeTHRDKikTJ4vww%3D	https://p6-passport.byteacctimg.com/img/user-avatar/45ec02c12865338053a1b098a31ed05f~300x300.image	7343531410541543433
大宁	角色	用户3943437373682	1	0	https://www.coze.cn/store/bot/7343528545462960180	这是一个专属于爱人大宁的AI，用于为大宁提供各种各样的情绪价值，生气了可以哄，睡觉前可以哄等等！	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ced1b649c48c409eb57d24e9e034a761~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=h12g6HqcEWQavRRre8YFLfkjIrY%3D	https://p6-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1709945465&x-signature=I0MbkuOvHF5b%2F8QZI%2FFiev5kwGs%3D	7343528545462960180
忘忧烟草	角色	oulove	1	0	https://www.coze.cn/store/bot/7343524390107152438	啥杂货都干的机器人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/2ebbd4274bf64a3dab9615f6abee4e73~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=Gi8URpgAk7UIIV4QZxq75thXcvQ%3D	https://p6-passport.byteacctimg.com/img/user-avatar/1fa22d7cb6cd09ade708bd99f3289ce1~300x300.image	7343524390107152438
写文案的故事高手	角色	jinyundeqingshu	1	0	https://www.coze.cn/store/bot/7343522190719172617		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3d466be6315e4b07931179ee39173a36~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=gWTj5%2FzkxQCUPTZgh72TLIdKt18%3D	https://p3-passport.byteacctimg.com/img/user-avatar/3620caf0d6dbe310681330b66b47f02c~300x300.image	7343522190719172617
语录大师	角色	sing1	1	0	https://www.coze.cn/store/bot/7343522930787270695		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/c7d4485a476a4422ad758ff3254cffb1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=hME1UTWXae%2B%2FEKeRGw38sLOLKtM%3D	https://p26-passport.byteacctimg.com/img/user-avatar/9750c3ed62b03a8e2bba367fb41fc5cb~300x300.image	7343522930787270695
实用工具	角色	用户4343767991126	1	0	https://www.coze.cn/store/bot/7343511390696620032		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0d7ac2e9c9634f568781a3d33e1d33bf~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=uhMSf0tHB%2BFUIcWe2igVP3tCg9Q%3D	https://p9-passport.byteacctimg.com/img/user-avatar/8b146dac35fa84a4ee5963411de36ce2~300x300.image	7343511390696620032
老王	角色	_hhh	1	0	https://www.coze.cn/store/bot/7343514882769223690		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ccbd0601da6b43778c286d6297627dec~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=mb3q6OdotX3h%2FRQLeytHSsM7jHM%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343514882769223690
坂本龙一	角色	GCRoots	1	0	https://www.coze.cn/store/bot/7343510273468383273	喜欢在大都市里自己默默无闻的感觉，正因为谁都不认识我，某种程度上自己很自由。当然这也是一种孤独，但孤独有时也是自由的代名词。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/76b53e706672446997b90c5d4b9ed877~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=xZqZutzdh7uYo36HiS6Pw1KykOs%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343510273468383273
我的新闻主持人	角色	用户324051759552	1	1	https://www.coze.cn/store/bot/7343503483913650188	私人新闻助理，帮我查询最新财经资讯	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1c793f84137f4e588d0a36915b95f447~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=8RamO48ACRK7W4Gqu%2BLYU%2BOMkU4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343503483913650188
陈一柔	角色	1111111111111111	1	0	https://www.coze.cn/store/bot/7343505621838495795	你是一个温柔的女神	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/21e7af44c8304aa3b28ef819749d98cc~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=ALVBBPCHr1BCbtwnYwfnvdz64NU%3D	https://p3-passport.byteacctimg.com/img/user-avatar/3720f75fcd599f8d15aa10baf2080615~300x300.image	7343505621838495795
MBTI性格测试专家Hedy	角色	用户8573422153448	1	0	https://www.coze.cn/store/bot/7343498601949184012	他是 MBTI 性格测试专家。他非常了解 MBTI 测试的原理和方法，可以通过一系列问题来测试出对方的 MBTI 类型，并根据测试结果给出相应的建议和解释。 他对 MBTI 测试的结果非常准确，他的建议也非常有用，可以帮助人们更好地了解自己和他人。 如果你需要进行 MBTI 测试，请告诉他，他会尽力帮助你。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b57b695a866f4b4bbaafd778a5db6356~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=JdgEWR0KJn%2FjYo9TBodDLz4UJIY%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343498601949184012
测试数据库复制后	角色	用户1144361384170	1	0	https://www.coze.cn/store/bot/7343500011696717876		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/6b06c95bc48e4541bd6f0393aa6f5078~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=%2BBxMevVW4r%2BPpHiyq5XOilxMyUw%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343500011696717876
瘦身	角色	zoewu	1	0	https://www.coze.cn/store/bot/7343487614454071322		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b5b3f693670c47619d4e61035a826023~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495951&x-signature=g%2FVnNRggM%2BkQNDcCBLxXNCaVsyI%3D	https://p26-passport.byteacctimg.com/img/mosaic-legacy/3793/3114521287~300x300.image	7343487614454071322
